City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
116,Mount Pleasant,US,32.7941,-79.8626,60.98,52,20,5.75,few clouds
117,Farmington,US,36.7281,-108.2187,65.08,14,0,10.36,clear sky
118,Lancaster,US,40.2504,-76.2499,47.07,86,100,6.91,overcast clouds
119,Sanford,US,28.8006,-81.2731,65.34,63,0,11.5,clear sky
120,Buckeye,US,33.3703,-112.5838,92.01,10,0,0.0,clear sky
121,Carroll,US,39.5501,-77.0164,48.22,75,100,1.01,overcast clouds
122,Charlottesville,US,38.0293,-78.4767,53.76,54,100,5.75,overcast clouds
123,Lockhart,US,28.6194,-81.4426,65.14,61,0,3.0,clear sky
124,Elizabeth City,US,36.2946,-76.2511,54.01,93,11,4.92,few clouds
125,Plaistow,US,42.8365,-71.0948,51.12,79,0,1.01,clear sky
126,Wisconsin Rapids,US,44.3836,-89.8174,35.22,72,100,6.91,overcast clouds
127,Lompoc,US,34.6391,-120.4579,73.54,71,0,10.36,haze
128,Mitchell,US,43.7094,-98.0298,41.11,40,0,4.61,clear sky
129,Rochester,US,43.1548,-77.6156,42.94,85,40,0.0,scattered clouds
130,Malartic,CA,48.1335,-78.1328,37.51,98,78,1.14,broken clouds
131,Waynesboro,US,38.0685,-78.8895,46.36,82,100,11.5,overcast clouds
132,Rawlins,US,41.7911,-107.2387,55.29,18,0,12.66,clear sky
133,Tallahassee,US,30.4383,-84.2807,61.0,51,0,8.05,clear sky
134,Elliot Lake,CA,46.3834,-82.6331,31.66,94,97,3.78,overcast clouds
135,Alma,CA,48.5501,-71.6491,36.1,99,100,4.27,light snow
136,Saint Augustine,US,29.8947,-81.3145,63.09,50,0,9.22,clear sky
137,Lewiston,US,44.1003,-70.2148,45.79,97,40,0.0,mist
138,Morris,US,40.8334,-74.5329,53.2,67,0,0.0,clear sky
139,Little Current,CA,45.9793,-81.9248,34.41,94,100,5.86,overcast clouds
140,Florence,IT,43.7667,11.25,58.35,90,0,4.61,clear sky
141,Cortez,US,37.3489,-108.5859,59.76,17,0,9.22,clear sky
142,Douglas,US,41.3,-96.167,45.7,35,0,5.75,clear sky
143,Winchester,GB,51.0651,-1.3187,36.64,86,95,5.75,overcast clouds
144,Maryville,US,35.7565,-83.9705,43.0,72,100,11.5,overcast clouds
145,Merced,US,37.1666,-120.7516,88.03,23,76,9.33,broken clouds
146,South Sioux City,US,42.4739,-96.4136,45.0,35,0,10.36,clear sky
147,Elko,US,41.0002,-115.5012,66.22,15,100,8.99,overcast clouds
148,Great Falls,US,47.5002,-111.3008,64.85,28,0,19.57,clear sky
149,Steamboat Springs,US,40.485,-106.8317,54.99,44,0,6.91,clear sky
150,Bluefield,US,37.2698,-81.2223,36.66,91,100,10.36,light rain
151,Isla Vista,US,34.4133,-119.861,83.98,58,0,5.75,clear sky
152,Yankton,US,42.8711,-97.3973,42.12,38,0,8.05,clear sky
153,Murray,US,40.6669,-111.888,66.16,24,0,13.8,clear sky
154,Mastic Beach,US,40.7668,-72.8521,50.11,78,0,10.0,clear sky
155,Chanute,US,37.6792,-95.4572,46.51,34,0,5.75,clear sky
156,Gloversville,US,43.0528,-74.3438,45.28,77,100,1.99,overcast clouds
157,Chute-Aux-Outardes,CA,49.1168,-68.399,33.78,100,100,19.57,mist
158,Hollister,US,36.8525,-121.4016,74.17,40,0,5.75,clear sky
159,Hastings,GB,50.8552,0.5729,40.32,85,100,6.82,overcast clouds
160,Lewistown,US,40.5992,-77.5714,43.54,100,0,3.44,clear sky
161,Bar Harbor,US,44.3876,-68.2039,47.23,91,100,15.01,mist
162,Harrisonville,US,38.6533,-94.3488,44.98,52,0,0.0,clear sky
163,Maple Creek,CA,49.9168,-109.4848,60.82,45,100,19.35,overcast clouds
164,Riviere-Du-Loup,CA,47.8304,-69.5342,34.68,100,100,1.14,overcast clouds
165,Prescott,US,34.54,-112.4685,69.17,14,1,7.0,clear sky
166,North Platte,US,41.1239,-100.7654,48.25,24,0,5.99,clear sky
167,Tupelo,US,34.2576,-88.7034,46.69,53,100,4.61,overcast clouds
168,Adelanto,US,34.5828,-117.4092,82.83,8,13,3.89,few clouds
169,Iowa City,US,41.6611,-91.5302,39.65,69,100,3.44,overcast clouds
170,Snyder,US,32.7179,-100.9176,62.94,8,0,5.75,clear sky
171,Digby,CA,44.6169,-65.7655,47.59,98,100,10.83,overcast clouds
172,Lamar,US,33.6668,-95.5836,55.31,28,0,6.91,clear sky
173,Lubbock,US,33.6001,-101.8338,64.15,13,0,4.0,clear sky
174,Valdosta,US,30.8327,-83.2785,60.75,54,0,8.05,clear sky
175,Poquoson,US,37.1224,-76.3458,52.0,93,0,5.01,clear sky
176,Monticello,US,45.3055,-93.7941,39.15,43,20,11.5,few clouds
177,Fort Dodge,US,42.4975,-94.168,39.2,60,0,10.36,clear sky
178,Powell,US,40.1578,-83.0752,42.48,83,100,6.91,overcast clouds
179,La Crosse,US,43.8014,-91.2396,37.96,71,20,0.0,few clouds
180,Sikeston,US,36.8767,-89.5879,42.84,65,100,9.22,overcast clouds
181,Kalispell,US,48.1958,-114.3129,49.32,52,100,11.99,overcast clouds
182,Austin,US,30.2672,-97.7431,68.68,27,0,3.44,clear sky
183,Flagstaff,US,35.1981,-111.6513,61.3,21,0,0.0,clear sky
184,Redmond,US,47.674,-122.1215,50.05,81,97,1.99,overcast clouds
185,Wiarton,CA,44.7407,-81.1332,40.03,93,100,4.61,mist
186,Nampa,US,43.5407,-116.5635,63.03,47,75,24.16,broken clouds
187,Renfrew,GB,55.872,-4.3925,39.24,81,72,9.22,broken clouds
188,Miles City,US,46.4083,-105.8406,61.77,27,0,11.5,clear sky
189,Rapid Valley,US,44.0625,-103.1463,50.59,35,0,14.97,clear sky
190,Bend,US,44.0582,-121.3153,42.66,56,75,11.5,broken clouds
191,Canton,CN,23.1167,113.25,78.75,36,0,4.32,clear sky
192,Bristol,US,41.8334,-71.1662,53.17,73,20,3.44,few clouds
193,Albany,US,42.6001,-73.9662,46.92,79,72,3.38,broken clouds
194,Plainview,US,40.7765,-73.4673,53.51,72,0,10.36,clear sky
195,Huron,US,41.1501,-82.5499,41.68,89,94,6.71,overcast clouds
196,Bonaventure,CA,48.0457,-65.4926,34.38,100,100,11.5,snow
197,Atlantic City,US,39.3643,-74.4229,52.03,79,40,6.91,scattered clouds
198,Lufkin,US,31.3382,-94.7291,55.31,47,0,0.0,clear sky
199,Ottawa,CA,45.4112,-75.6981,41.29,89,20,8.05,few clouds
200,Iroquois Falls,CA,48.7669,-80.6831,31.32,97,100,4.25,overcast clouds
201,Wilmington,US,34.2257,-77.9447,58.91,52,0,5.75,clear sky
202,Ferme-Neuve,CA,46.7001,-75.4493,34.93,100,100,2.51,overcast clouds
203,Canyon,US,34.9803,-101.9188,59.04,21,0,1.28,clear sky
204,Granger,US,41.7481,-86.1257,35.74,87,100,6.91,overcast clouds
205,Winslow,US,35.0242,-110.6974,69.98,9,0,3.44,clear sky
206,Port Hueneme,US,34.1478,-119.1951,84.79,55,20,5.75,few clouds
207,Sussex,US,41.1834,-74.6663,50.31,63,40,1.01,scattered clouds
208,Cap-Chat,CA,49.1001,-66.6821,35.6,87,100,6.91,overcast clouds
209,Corcoran,US,36.098,-119.5604,89.74,18,36,7.45,scattered clouds
210,Kearney,US,40.6995,-99.0815,44.51,21,0,4.61,clear sky
211,Fayetteville,US,35.0527,-78.8784,59.52,42,0,9.22,haze
212,Van Wert,US,40.8695,-84.5841,41.02,81,100,7.0,overcast clouds
213,Twentynine Palms,US,34.1356,-116.0542,87.94,8,6,1.88,clear sky
214,Safford,US,32.834,-109.7076,76.12,5,0,6.91,clear sky
215,Lexington,US,37.9887,-84.4777,39.2,80,100,10.36,overcast clouds
216,Streator,US,41.1209,-88.8354,35.73,93,100,4.0,light snow
217,Plaster Rock,CA,46.9065,-67.39,37.92,96,100,7.99,overcast clouds
218,Saint-Raphael,HT,19.4333,-72.2,73.53,81,95,2.35,overcast clouds
219,Betsiamites,CA,48.9413,-68.646,37.8,99,100,10.98,snow
220,Matane,CA,48.8286,-67.522,36.52,91,100,12.12,overcast clouds
221,Marsh Harbour,BS,26.5412,-77.0636,73.06,62,94,11.03,overcast clouds
222,Fitchburg,US,42.5834,-71.8023,48.7,85,0,0.0,clear sky
223,Prattville,US,32.464,-86.4597,51.31,49,75,9.22,broken clouds
224,Pendleton,US,45.6721,-118.7886,50.43,53,0,28.77,clear sky
225,Hilton Head Island,US,32.2163,-80.7526,60.98,52,22,12.68,few clouds
226,Gillette,US,44.2911,-105.5022,58.8,32,0,10.36,clear sky
227,Cornwall,CA,45.0181,-74.7281,43.84,81,0,3.44,clear sky
228,Belle Fourche,US,44.6714,-103.8522,52.32,34,11,8.63,few clouds
229,Pecos,US,31.4229,-103.4932,66.31,11,0,6.91,clear sky
230,Sunrise Manor,US,36.2111,-115.0731,86.41,9,0,5.75,clear sky
231,West Odessa,US,31.8424,-102.4988,64.02,12,0,4.61,clear sky
232,Boulder,US,40.0833,-105.3505,55.99,23,0,6.91,clear sky
233,Carlyle,US,38.6103,-89.3726,41.4,75,100,4.0,overcast clouds
234,South Lake Tahoe,US,38.9332,-119.9844,63.27,31,0,4.61,clear sky
235,Green River,US,41.5286,-109.4662,59.4,25,99,7.0,overcast clouds
236,Duncan,US,34.5023,-97.9578,55.62,34,0,0.0,clear sky
237,Kirksville,US,40.1948,-92.5833,38.05,81,0,3.44,clear sky
238,Estevan,CA,49.1334,-102.9842,46.22,31,20,13.8,few clouds
239,Brownfield,US,33.1812,-102.2744,59.95,13,0,6.96,clear sky
240,Portales,US,34.1862,-103.3344,57.02,13,0,8.46,clear sky
241,Lincoln,US,40.8,-96.667,46.31,30,0,4.0,clear sky
242,Georgetown,MY,5.4112,100.3354,85.93,75,20,4.61,few clouds
243,Covington,US,39.0837,-84.5086,42.58,77,100,11.5,overcast clouds
244,Paris,FR,48.8534,2.3488,39.97,94,100,11.5,light intensity drizzle
245,York,US,40.1254,-77.0,45.99,87,100,3.44,overcast clouds
246,Manitouwadge,CA,49.1215,-85.8403,26.01,94,100,10.38,overcast clouds
247,Norwalk,US,33.9022,-118.0817,93.63,16,20,12.66,few clouds
248,Terrace Bay,CA,48.7834,-87.1,28.62,83,99,13.58,overcast clouds
249,Fredericksburg,US,38.3032,-77.4605,55.62,65,100,9.22,overcast clouds
250,Chapais,CA,49.7834,-74.8492,33.58,99,100,6.93,light snow
251,Portland,US,45.5234,-122.6762,52.38,67,75,16.11,broken clouds
252,Show Low,US,34.2542,-110.0298,59.29,20,0,0.0,clear sky
253,Rosarito,MX,32.3333,-117.0333,86.67,36,55,8.28,broken clouds
254,Ruidoso,US,33.3317,-105.673,53.15,16,0,13.8,clear sky
255,Aztec,US,36.8222,-107.9929,63.81,15,0,12.97,clear sky
256,Pahrump,US,36.2083,-115.9839,82.51,8,5,1.99,clear sky
257,Ithaca,US,42.4406,-76.4966,46.65,90,0,5.75,clear sky
258,Hornepayne,CA,49.2138,-84.7705,26.2,96,100,8.39,light snow
259,Traverse City,US,44.7631,-85.6206,30.72,84,100,9.22,overcast clouds
260,Cochrane,CA,51.1834,-114.4687,47.01,34,40,26.46,scattered clouds
261,Ontario,US,34.0633,-117.6509,90.05,12,20,12.66,few clouds
262,Meadville,US,41.6414,-80.1515,41.11,87,100,5.75,overcast clouds
263,Westerly,US,41.3776,-71.8273,52.27,77,0,0.0,clear sky
264,Murdochville,CA,48.9583,-65.5006,25.68,96,100,13.91,snow
265,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.36,93,100,18.41,overcast clouds
266,Sault Sainte Marie,CA,46.5168,-84.3333,30.49,92,100,16.11,mist
267,Middleton,GB,53.55,-2.2,37.85,91,0,3.18,clear sky
268,Mexico,PH,15.0646,120.7198,90.25,45,62,7.25,broken clouds
269,Butte,US,39.6499,-121.5677,82.62,28,0,4.61,clear sky
270,Devils Lake,US,48.1128,-98.8651,36.95,56,0,4.0,clear sky
271,Copperas Cove,US,31.1241,-97.9031,61.88,21,0,5.75,clear sky
272,Berlin,DE,52.5244,13.4105,41.95,81,0,8.05,clear sky
273,Glenwood Springs,US,39.5505,-107.3248,58.12,43,0,8.05,clear sky
274,East Angus,CA,45.4834,-71.6658,37.62,93,0,3.44,mist
275,Espanola,US,35.9911,-106.0806,60.64,10,0,1.99,clear sky
276,Canon City,US,38.441,-105.2424,57.63,22,0,0.0,clear sky
277,Inverness,GB,57.4791,-4.224,37.31,85,55,9.22,broken clouds
278,Auburn,US,47.3073,-122.2284,49.91,81,75,12.66,broken clouds
279,Hutchinson,US,38.0608,-97.9298,46.35,29,0,5.75,clear sky
280,Coalinga,US,36.1397,-120.3602,88.05,36,57,5.61,broken clouds
281,Portsmouth,GB,50.799,-1.0913,39.0,88,67,5.99,broken clouds
282,Sedalia,US,38.7045,-93.2283,39.11,65,75,9.22,broken clouds
283,West Wendover,US,40.7391,-114.0733,69.01,13,0,5.75,clear sky
284,Woodward,US,36.4337,-99.3904,49.23,26,0,5.75,clear sky
285,Sidney,AU,-33.8679,151.2073,73.35,82,75,12.66,broken clouds
286,Grafton,US,42.207,-71.6856,50.83,76,0,0.0,clear sky
287,Portage,US,41.1667,-81.1998,40.69,73,0,5.75,clear sky
288,Selma,US,36.5708,-119.6121,91.45,30,56,9.37,broken clouds
289,Columbus,US,39.9612,-82.9988,43.0,81,100,9.22,overcast clouds
290,Rivers,CA,50.0308,-100.2403,38.35,71,12,9.26,few clouds
291,Murphy,US,33.0151,-96.6131,59.95,37,0,4.61,clear sky
292,Chattanooga,US,35.0456,-85.3097,43.02,72,48,1.01,scattered clouds
293,Cody,US,44.5263,-109.0565,64.62,18,0,8.05,clear sky
294,Deming,US,32.2687,-107.7586,66.09,6,0,5.75,clear sky
295,State College,US,40.7934,-77.86,41.18,94,75,3.44,broken clouds
296,Alexandria,EG,31.2156,29.9553,60.76,82,40,3.44,scattered clouds
297,Marshall,US,34.3834,-86.3333,46.11,66,100,5.75,overcast clouds
298,Alamogordo,US,32.8995,-105.9603,65.21,16,20,8.05,few clouds
299,Stephenville,US,32.2207,-98.2023,56.16,36,0,6.06,clear sky
300,New Philadelphia,US,40.4898,-81.4457,41.59,84,75,1.01,broken clouds
301,Muncie,US,40.1934,-85.3864,39.13,88,100,13.8,overcast clouds
302,Harrisonburg,US,38.4496,-78.8689,44.8,90,100,10.36,overcast clouds
303,Superior,US,46.7208,-92.1041,38.37,46,0,13.8,clear sky
304,Rathdrum,US,47.8137,-116.892,50.74,32,20,19.57,few clouds
305,Amos,CA,48.5669,-78.1162,30.16,99,61,1.79,broken clouds
306,Mason City,US,43.1536,-93.201,35.87,64,0,11.5,clear sky
307,Brockville,CA,44.5834,-75.6826,44.74,84,33,5.01,scattered clouds
308,Fergus Falls,US,46.283,-96.0776,36.66,69,0,10.36,clear sky
309,Kenora,CA,49.8167,-94.4337,38.37,35,0,8.05,clear sky
310,Duluth,US,46.7833,-92.1066,37.98,46,0,13.8,clear sky
311,Pittsburgh,US,40.4406,-79.9959,44.31,89,0,6.91,clear sky
312,Sartell,US,45.6216,-94.2069,38.17,44,0,8.99,clear sky
313,Mattoon,US,39.4831,-88.3728,38.62,81,100,10.36,overcast clouds
314,Roswell,US,34.0232,-84.3616,46.85,68,100,14.97,overcast clouds
315,Durango,MX,24.8333,-104.8333,61.74,35,79,8.59,broken clouds
316,Rancho Palos Verdes,US,33.7445,-118.387,91.45,33,0,13.8,clear sky
317,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,35.94,99,100,3.44,overcast clouds
318,Fort Frances,CA,48.5999,-93.4003,37.62,41,0,6.91,clear sky
319,Preston,GB,53.7667,-2.7167,40.98,91,0,6.15,clear sky
320,Edgewater,US,28.9889,-80.9023,64.42,51,75,11.5,broken clouds
321,Harvard,US,42.4222,-88.6137,34.84,90,100,11.56,snow
322,Brockton,US,42.0834,-71.0184,53.74,77,20,1.01,few clouds
323,Lakewood,US,39.7047,-105.0814,61.79,21,3,3.0,clear sky
324,Fort Smith,US,35.3859,-94.3986,51.84,47,0,5.75,clear sky
325,Billings,US,45.7833,-108.5007,71.37,17,75,9.22,broken clouds
326,Sturgeon Falls,CA,46.3646,-79.9326,39.16,89,100,5.75,overcast clouds
327,Sturgis,US,41.7992,-85.4192,35.85,80,100,5.75,overcast clouds
328,Long Beach,US,33.767,-118.1892,92.35,23,0,13.8,clear sky
329,Kapuskasing,CA,49.4169,-82.4331,24.89,100,100,9.22,overcast clouds
330,Zanesville,US,39.9404,-82.0132,41.38,88,100,1.99,overcast clouds
331,Senneterre,CA,48.3835,-77.2328,34.65,97,100,5.32,overcast clouds
332,Gravelbourg,CA,49.8834,-106.5512,52.07,38,100,12.12,overcast clouds
333,Bastrop,US,32.7562,-91.8724,53.28,46,0,4.0,clear sky
334,Las Vegas,US,36.175,-115.1372,86.68,11,0,5.75,clear sky
335,Timberlake,US,37.3207,-79.2575,45.63,83,75,4.61,broken clouds
336,Bozeman,US,45.6796,-111.0386,64.89,15,0,16.11,clear sky
337,Fairburn,US,33.5671,-84.581,47.01,58,40,12.66,scattered clouds
338,Winnipeg,CA,49.8844,-97.147,35.58,68,20,3.44,few clouds
339,Klamath Falls,US,42.2249,-121.7817,49.91,44,0,16.11,clear sky
340,Dublin,US,37.7021,-121.9358,77.7,55,0,9.22,clear sky
341,Princeton,US,25.5384,-80.4089,70.0,63,0,8.05,clear sky
342,Shreveport,US,32.5251,-93.7502,59.0,37,0,9.22,clear sky
343,Hayden,US,47.766,-116.7866,50.49,33,20,19.57,few clouds
344,North Myrtle Beach,US,33.816,-78.68,61.05,57,0,5.75,clear sky
345,Watertown,US,42.3709,-71.1828,53.31,73,0,1.99,clear sky
346,Gananoque,CA,44.3334,-76.1661,44.19,76,51,5.91,broken clouds
347,Tucumcari,US,35.1717,-103.725,55.94,13,0,9.22,clear sky
348,Ramsey,US,45.0333,-93.0835,41.05,42,0,12.66,clear sky
349,Susanville,US,40.4163,-120.653,66.09,28,14,10.0,few clouds
350,Cape Girardeau,US,37.3834,-89.7168,42.39,83,56,8.12,broken clouds
351,Thunder Bay,CA,48.4001,-89.3168,37.38,52,75,11.5,broken clouds
352,Hibbing,US,47.4272,-92.9377,33.4,59,0,6.91,clear sky
353,Bow Island,CA,49.8668,-111.3684,61.81,41,100,19.57,overcast clouds
354,Saint-Jean-Port-Joli,CA,47.2171,-70.2658,38.88,98,100,7.05,overcast clouds
355,Goshen,US,41.5823,-85.8344,36.41,83,100,9.22,overcast clouds
356,Truro,GB,50.2653,-5.0544,43.88,65,40,9.22,scattered clouds
357,West Helena,US,34.5507,-90.6418,46.08,72,28,7.49,scattered clouds
358,Callaway,US,30.153,-85.5699,64.33,39,40,23.02,scattered clouds
359,Colorado Springs,US,38.8339,-104.8214,54.81,24,0,11.5,clear sky
